Id,Sheep Breed,Any Diseases,Output
914,Rampur Bushair,Copper deficiency,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”"
915,Rampur Bushair,Copper poisoning,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
916,Rampur Bushair,Dermatophilosis,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
917,Rampur Bushair,Exposure losses,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
918,Rampur Bushair,Foot abscess,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
919,Rampur Bushair,Footrot,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
920,Rampur Bushair,Grasstetany(hypomagnesaemia),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.The disease can lead to decreased wool production and quality due to stress and poor overall health."
921,Rampur Bushair,Large lungworm,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
922,Rampur Bushair,Listerosis(circling disease),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size."
923,Rampur Bushair,Lupinosis,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
924,Rampur Bushair,Mastitis,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
925,Rampur Bushair,Milk fever(hypocalcaemia),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
926,Rampur Bushair,Nitrate poisoning,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
927,Rampur Bushair,Ovine Johne's disease(OJD),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
928,Rampur Bushair,Oxalate poisoning,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
929,Rampur Bushair,Perennial ryegrass,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
930,Rampur Bushair,Phalaris poisoning,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
931,Rampur Bushair,Phalaris staggers,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.The disease might lead to abnormal wool growth or damage to the wool follicles."
932,Rampur Bushair,Photosensitisation,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
933,Rampur Bushair,Pink eye,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
934,Rampur Bushair,Pneumonia,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
935,Rampur Bushair,Polioencephalomalacia,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
936,Rampur Bushair,Pregnancy toxaemia,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.It yields Medium fine wool.The disease doesn't affect wool"
937,Rampur Bushair,Pulpy kidney(enterotoxaemia),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.The disease might affect the wool follicles and cause wool breakage or loss"
938,Rampur Bushair,Pyrrolizidine alkaloid poisoning,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
939,Rampur Bushair,Scabby mouth,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
940,Rampur Bushair,Selenium deficiency(white muscle),"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
941,Rampur Bushair,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
942,Rampur Bushair,Tetanus,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.There is no direct evidence that tetanus affects wool production in sheep."
943,Rampur Bushair,Vibrosis,"Fleece colour is predominantly white, but brown and black are also widely available and it is a medium quality and dense fleece.fleece is taken from the entire body of the sheep.There is no direct evidence that Vibriosis affects wool production in sheep"
944,Tibetan,None,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly."
945,Tibetan,Sheep Lice,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
946,Tibetan,Sheep worms,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
947,Tibetan,Flystrike,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
948,Tibetan,Acidosis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter "
949,Tibetan,Annual ryegrass toxicity(ARGT),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
950,Tibetan,Arthritis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
951,Tibetan,Botulism,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly..The disease does not affect wool quality"
952,Tibetan,Cheesy gland(CLA),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease can lead to lose around 4-7% of their clean wool production "
953,Tibetan,Cobalt deficiency,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might result in poor coat of wool"
954,Tibetan,Coccidiosis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike "
955,Tibetan,Copper deficiency,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”"
956,Tibetan,Copper poisoning,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
957,Tibetan,Dermatophilosis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
958,Tibetan,Exposure losses,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
959,Tibetan,Foot abscess,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
960,Tibetan,Footrot,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
961,Tibetan,Grasstetany(hypomagnesaemia),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease can lead to decreased wool production and quality due to stress and poor overall health."
962,Tibetan,Large lungworm,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
963,Tibetan,Listerosis(circling disease),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size."
964,Tibetan,Lupinosis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
965,Tibetan,Mastitis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
966,Tibetan,Milk fever(hypocalcaemia),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
967,Tibetan,Nitrate poisoning,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
968,Tibetan,Ovine Johne's disease(OJD),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
969,Tibetan,Oxalate poisoning,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
970,Tibetan,Perennial ryegrass,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
971,Tibetan,Phalaris poisoning,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
972,Tibetan,Phalaris staggers,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might lead to abnormal wool growth or damage to the wool follicles."
973,Tibetan,Photosensitisation,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
974,Tibetan,Pink eye,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
975,Tibetan,Pneumonia,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
976,Tibetan,Polioencephalomalacia,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
977,Tibetan,Pregnancy toxaemia,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.It yields Medium fine wool.The disease doesn't affect wool"
978,Tibetan,Pulpy kidney(enterotoxaemia),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The disease might affect the wool follicles and cause wool breakage or loss"
979,Tibetan,Pyrrolizidine alkaloid poisoning,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
980,Tibetan,Scabby mouth,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
981,Tibetan,Selenium deficiency(white muscle),"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
982,Tibetan,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
983,Tibetan,Tetanus,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.There is no direct evidence that tetanus affects wool production in sheep."
984,Tibetan,Vibrosis,"This is a primitive Chinese sheep breed.Fleece is relatively fine and dense.It produces excellent,lustrous,carpet suitable wool.Fleece is taken fom back,sides and belly.There is no direct evidence that Vibriosis affects wool production in sheep"
985,Balangir,None,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly."
986,Balangir,Sheep Lice,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
987,Balangir,Sheep worms,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
988,Balangir,Flystrike,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
989,Balangir,Acidosis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter "
990,Balangir,Annual ryegrass toxicity(ARGT),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
991,Balangir,Arthritis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
992,Balangir,Botulism,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly..The disease does not affect wool quality"
993,Balangir,Cheesy gland(CLA),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease can lead to lose around 4-7% of their clean wool production "
994,Balangir,Cobalt deficiency,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might result in poor coat of wool"
995,Balangir,Coccidiosis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike "
996,Balangir,Copper deficiency,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”"
997,Balangir,Copper poisoning,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
998,Balangir,Dermatophilosis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
999,Balangir,Exposure losses,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
1000,Balangir,Foot abscess,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
1001,Balangir,Footrot,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
1002,Balangir,Grasstetany(hypomagnesaemia),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease can lead to decreased wool production and quality due to stress and poor overall health."
1003,Balangir,Large lungworm,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
1004,Balangir,Listerosis(circling disease),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size."
1005,Balangir,Lupinosis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
1006,Balangir,Mastitis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
1007,Balangir,Milk fever(hypocalcaemia),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
1008,Balangir,Nitrate poisoning,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
1009,Balangir,Ovine Johne's disease(OJD),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
1010,Balangir,Oxalate poisoning,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
1011,Balangir,Perennial ryegrass,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
1012,Balangir,Phalaris poisoning,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
1013,Balangir,Phalaris staggers,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might lead to abnormal wool growth or damage to the wool follicles."
1014,Balangir,Photosensitisation,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
1015,Balangir,Pink eye,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
1016,Balangir,Pneumonia,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
1017,Balangir,Polioencephalomalacia,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
1018,Balangir,Pregnancy toxaemia,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.It yields Medium fine wool.The disease doesn't affect wool"
1019,Balangir,Pulpy kidney(enterotoxaemia),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The disease might affect the wool follicles and cause wool breakage or loss"
1020,Balangir,Pyrrolizidine alkaloid poisoning,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
